Feature,Feature_Subset,SHAP_Value,Adjusted_Probability,Probability_Change_Perc,Feature_Importance,Importance_Rank
handsetmodels,"(2.0, 3.0]",0.0015461405,0.28753102,0.031661987,0.004081035,47
handsetmodels,"(3.0, 15.0]",0.027020987,0.29277787,0.5563468,0.004081035,47
adjustmentstocreditrating,"(-0.001, 25.0]",-8.373674e-05,0.28719723,-0.0017166138,0.0039312355,48
newcellphoneuser,no,0.0022880104,0.287683,0.04686117,0.003892679,49
newcellphoneuser,yes,-0.009918658,0.28518814,-0.20262599,0.003892679,49
revenue_per_minute,"(-6.171, 0.058]",-0.15008831,0.25749296,-2.972144,0.103882395,5
revenue_per_minute,"(0.058, 0.0783]",-0.12156578,0.2629838,-2.42306,0.103882395,5
revenue_per_minute,"(0.0783, 0.0965]",-0.113765135,0.2644985,-2.2715898,0.103882395,5
revenue_per_minute,"(0.0965, 0.115]",-0.08365171,0.27039817,-1.6816229,0.103882395,5
revenue_per_minute,"(0.115, 0.137]",-0.03619077,0.27986276,-0.7351637,0.103882395,5
revenue_per_minute,"(0.137, 0.166]",-0.022504423,0.28262937,-0.45850277,0.103882395,5
revenue_per_minute,"(0.166, 0.21]",0.0056848256,0.28837964,0.1165241,0.103882395,5
revenue_per_minute,"(0.21, 0.297]",0.031384315,0.29368213,0.646773,0.103882395,5
revenue_per_minute,"(0.297, 0.586]",0.1536005,0.31965643,3.2442033,0.103882395,5
revenue_per_minute,"(0.586, 163.23]",0.28838596,0.34965277,6.243837,0.103882395,5
notnewcellphoneuser,no,-0.00049790205,0.28711247,-0.010192394,0.0025507752,50
notnewcellphoneuser,yes,0.0016498648,0.28755227,0.033786893,0.0025507752,50
referralsmadebysubscriber,"(-0.001, 35.0]",-8.540309e-05,0.28719693,-0.0017464161,0.0016706338,51
homeownership,known,-0.0011924155,0.28697035,-0.024405122,0.001473544,52
homeownership,unknown,0.001973263,0.28761855,0.04041493,0.001473544,52
hascreditcard,no,-0.001633693,0.28688005,-0.033435225,0.0013294702,53
hascreditcard,yes,0.0005850003,0.2873342,0.011980534,0.0013294702,53
truckowner,no,-0.0006591858,0.28707948,-0.013491511,0.0012457758,54
truckowner,yes,0.0030087638,0.28783074,0.061634183,0.0012457758,54
nonustravel,no,0.00027029795,0.28726974,0.0055342913,0.001165464,55
nonustravel,yes,-0.013260792,0.2845073,-0.2707094,0.001165464,55
ownsmotorcycle,no,-0.00057716743,0.28709626,-0.011813641,0.0011540303,56
ownsmotorcycle,yes,0.044445112,0.29639864,0.9184241,0.0011540303,56
retentionoffersaccepted,"(-0.001, 3.0]",0.00060961,0.2873392,0.012481213,0.0011143837,57
rvowner,no,4.242862e-05,0.28722307,0.0008672476,0.0010131428,58
rvowner,yes,0.0009988233,0.28741893,0.020453334,0.0010131428,58
callforwardingcalls,"(-0.001, 81.3]",-3.7833015e-05,0.28720665,-0.0007748604,0.00052209623,59
creditrating,1-highest,0.049853384,0.29752776,1.0313362,0.09256479,6
creditrating,2-high,0.05698164,0.29901975,1.1805356,0.09256479,6
creditrating,3-good,0.069903314,0.30173525,1.4520854,0.09256479,6
creditrating,4-medium,-0.10102348,0.2669847,-2.0229697,0.09256479,6
creditrating,5-low,-0.29078454,0.23152213,-5.569227,0.09256479,6
creditrating,6-verylow,-0.110380374,0.26515752,-2.2056878,0.09256479,6
creditrating,7-lowest,0.008777751,0.28901473,0.18003285,0.09256479,6
optoutmailings,no,-0.0001289264,0.287188,-0.0026404858,0.00046869303,60
optoutmailings,yes,0.011872861,0.2896512,0.24367869,0.00046869303,60
uniquesubs,"(0.999, 2.0]",-0.029731,0.2811665,-0.60479045,0.090553194,7
uniquesubs,"(2.0, 196.0]",0.19589405,0.32892355,4.1709156,0.090553194,7
agehh1,"(-0.001, 22.0]",0.09334171,0.30669633,1.9481927,0.08745165,8
agehh1,"(22.0, 30.0]",0.08458606,0.30483773,1.7623335,0.08745165,8
agehh1,"(30.0, 36.0]",0.031555776,0.2937177,0.6503314,0.08745165,8
agehh1,"(36.0, 40.0]",-0.06837521,0.2734225,-1.3791889,0.08745165,8
agehh1,"(40.0, 46.0]",-0.06652202,0.27379084,-1.3423562,0.08745165,8
agehh1,"(46.0, 50.0]",-0.07009871,0.27308026,-1.4134139,0.08745165,8
agehh1,"(50.0, 56.0]",-0.085819,0.2699708,-1.7243594,0.08745165,8
agehh1,"(56.0, 99.0]",-0.18356398,0.25114486,-3.606954,0.08745165,8
totalrecurringcharge,"(-11.001, 19.0]",0.009524315,0.28916818,0.19537807,0.08606284,9
totalrecurringcharge,"(19.0, 30.0]",0.13284206,0.31515896,2.7944565,0.08606284,9
totalrecurringcharge,"(30.0, 32.0]",0.12570645,0.3136209,2.6406498,0.08606284,9
totalrecurringcharge,"(32.0, 40.0]",0.022543125,0.29185152,0.46371222,0.08606284,9
totalrecurringcharge,"(40.0, 45.0]",-0.021911675,0.2827496,-0.4464805,0.08606284,9
totalrecurringcharge,"(45.0, 48.0]",-0.02297639,0.2825337,-0.46806931,0.08606284,9
totalrecurringcharge,"(48.0, 54.0]",-0.0012601169,0.2869565,-0.02579093,0.08606284,9
totalrecurringcharge,"(54.0, 60.0]",-0.025539957,0.28201437,-0.52000284,0.08606284,9
totalrecurringcharge,"(60.0, 75.0]",-0.12530689,0.2622593,-2.4955094,0.08606284,9
totalrecurringcharge,"(75.0, 360.0]",-0.18851925,0.25021407,-3.7000327,0.08606284,9
